url,hash_type,checksum
https://cf.10xgenomics.com/samples/cell-exp/1.1.0/aml035_pre_transplant/aml035_pre_transplant_fastqs.tar,MD5,7b4ac93f9e13bdba51b8d8c54eb6427a
https://cf.10xgenomics.com/samples/cell-exp/1.1.0/aml035_post_transplant/aml035_post_transplant_fastqs.tar,MD5,b1694684327c4c2235631c01768fabab
